json_file_path	label
Dmitriy D./TASK 1/TASK1/json/845f0eba793ea3a5.json	center
Dmitriy D./TASK 1/TASK1/json/8b1a742a832d91f9.json	center
Dmitriy D./TASK 1/TASK1/json/b09bec1fc9dcea08.json	right
Dmitriy D./TASK 1/TASK1/json/a4b195d54d95b74c.json	right
Dmitriy D./TASK 1/TASK1/json/12a8f0e4b71a9481.json	right
Dmitriy D./TASK 1/TASK1/json/a1654edc0f5889b9.json	center
Dmitriy D./TASK 1/TASK1/json/f75ce8f63752efc1.json	left
Dmitriy D./TASK 1/TASK1/json/a4c9ea59f3011375.json	right
Dmitriy D./TASK 1/TASK1/json/76af2d2be387d2e0.json	center
Dmitriy D./TASK 1/TASK1/json/61b483cf89fdc1d6.json	center
Dmitriy D./TASK 1/TASK1/json/e9bac5c3fc315a98.json	left
Dmitriy D./TASK 1/TASK1/json/450ba6225f885561.json	center
Dmitriy D./TASK 1/TASK1/json/16c27ec3d7454cfd.json	left
Dmitriy D./TASK 1/TASK1/json/fd76e750f368c846.json	center
Dmitriy D./TASK 1/TASK1/json/d3ae73f6c4149894.json	left
Dmitriy D./TASK 1/TASK1/json/8965e1ee7d0b57d2.json	left
Dmitriy D./TASK 1/TASK1/json/c62f81732a783a20.json	right
Dmitriy D./TASK 1/TASK1/json/5fbb1974d7c0a524.json	right
Dmitriy D./TASK 1/TASK1/json/431e6ba825d45ab5.json	left
Dmitriy D./TASK 1/TASK1/json/07bf71edb25d7d91.json	right
Dmitriy D./TASK 1/TASK1/json/7d31650777c80781.json	right
Dmitriy D./TASK 1/TASK1/json/27c29d34bafd4a28.json	left
Dmitriy D./TASK 1/TASK1/json/c1f42e799eb33092.json	right
Dmitriy D./TASK 1/TASK1/json/f594bfbbeba0d9fc.json	left
Dmitriy D./TASK 1/TASK1/json/808df40c5bb54f47.json	right
Dmitriy D./TASK 1/TASK1/json/c5ba1ac4468f49c1.json	right
Dmitriy D./TASK 1/TASK1/json/fe1e9ba9f14d9ba0.json	right
Dmitriy D./TASK 1/TASK1/json/70c937cb1acca763.json	right
Dmitriy D./TASK 1/TASK1/json/dcf62071c93d8815.json	center
Dmitriy D./TASK 1/TASK1/json/ee4c99416327a521.json	left
Dmitriy D./TASK 1/TASK1/json/90f33846f3f99b77.json	left
Dmitriy D./TASK 1/TASK1/json/454bf46c0a3d5801.json	right
Dmitriy D./TASK 1/TASK1/json/725e12c35c72b37d.json	right
Dmitriy D./TASK 1/TASK1/json/407fc7026a303432.json	center
Dmitriy D./TASK 1/TASK1/json/8a07e2ec6aae6425.json	center
Dmitriy D./TASK 1/TASK1/json/3924b4e6c2bd6db0.json	right
Dmitriy D./TASK 1/TASK1/json/9ebd1efba28e4478.json	left
Dmitriy D./TASK 1/TASK1/json/56b90b73c3516183.json	right
Dmitriy D./TASK 1/TASK1/json/c1e36747a12c101a.json	right
Dmitriy D./TASK 1/TASK1/json/5aafdb83eb477bdd.json	center
Dmitriy D./TASK 1/TASK1/json/387d2be1c5b25579.json	right
Dmitriy D./TASK 1/TASK1/json/41c542704a81194d.json	right
Dmitriy D./TASK 1/TASK1/json/121edfe334d44808.json	center
Dmitriy D./TASK 1/TASK1/json/de432735238f2b60.json	right
Dmitriy D./TASK 1/TASK1/json/c746e75df512c2fb.json	right
Dmitriy D./TASK 1/TASK1/json/e037fd9c21b3d064.json	right
Dmitriy D./TASK 1/TASK1/json/bff9ed77c9cca873.json	left
Dmitriy D./TASK 1/TASK1/json/8c526ee5446ffb22.json	right
Dmitriy D./TASK 1/TASK1/json/2e1983a5aba2e1a5.json	center
Dmitriy D./TASK 1/TASK1/json/f5006402f6e71d70.json	center
Dmitriy D./TASK 1/TASK1/json/71752f96e28497d3.json	right
Dmitriy D./TASK 1/TASK1/json/a4f57bfc6a077dbc.json	right
Dmitriy D./TASK 1/TASK1/json/47ed76266f6ae070.json	left
Dmitriy D./TASK 1/TASK1/json/fcabcc85b286a687.json	left
Dmitriy D./TASK 1/TASK1/json/43626a852f2662d8.json	center
Dmitriy D./TASK 1/TASK1/json/fb7877f07d4e70b7.json	left
Dmitriy D./TASK 1/TASK1/json/c2339e8c0b53483e.json	right
Dmitriy D./TASK 1/TASK1/json/4057758e2942db97.json	right
Dmitriy D./TASK 1/TASK1/json/aaa4af7cc5520655.json	center
Dmitriy D./TASK 1/TASK1/json/97cd5c6455f79fad.json	left
Dmitriy D./TASK 1/TASK1/json/feecad0fd2276fcb.json	center
Dmitriy D./TASK 1/TASK1/json/923e2496173c468b.json	center
Dmitriy D./TASK 1/TASK1/json/1340957e786eefca.json	center
Dmitriy D./TASK 1/TASK1/json/67ab4ef7689254ad.json	right
Dmitriy D./TASK 1/TASK1/json/826fb73e4be60a8f.json	center
Dmitriy D./TASK 1/TASK1/json/bbb6981294bb9395.json	center
Dmitriy D./TASK 1/TASK1/json/26cec41180feb8b4.json	right
Dmitriy D./TASK 1/TASK1/json/7bb86819fb49ee00.json	right
Dmitriy D./TASK 1/TASK1/json/3526a760629c0ef8.json	left
Dmitriy D./TASK 1/TASK1/json/d6fe2b1c53c4e652.json	right
Dmitriy D./TASK 1/TASK1/json/a347f8ac73220c62.json	right
Dmitriy D./TASK 1/TASK1/json/1d1ed1cdeb28829e.json	right
Dmitriy D./TASK 1/TASK1/json/1188ba728595a96d.json	right
Dmitriy D./TASK 1/TASK1/json/4b390843cd8d637e.json	right
Dmitriy D./TASK 1/TASK1/json/5240c1eb1051dad6.json	right
Dmitriy D./TASK 1/TASK1/json/fae915e2d434b78a.json	center
Dmitriy D./TASK 1/TASK1/json/c07f3131b1c22265.json	right
Dmitriy D./TASK 1/TASK1/json/b400c27ff7f10061.json	left
Dmitriy D./TASK 1/TASK1/json/792a57872cc657fe.json	center
Dmitriy D./TASK 1/TASK1/json/908f157b400cca8f.json	left
Dmitriy D./TASK 1/TASK1/json/54f6a93da0e835d2.json	left
Dmitriy D./TASK 1/TASK1/json/72582ef0812ca9a5.json	right
Dmitriy D./TASK 1/TASK1/json/c9f5d39513d27cff.json	center
Dmitriy D./TASK 1/TASK1/json/63dcef8b43a64bef.json	center
Dmitriy D./TASK 1/TASK1/json/3711b6c842149c20.json	center
Dmitriy D./TASK 1/TASK1/json/11f37d79bf239674.json	left
Dmitriy D./TASK 1/TASK1/json/d475df9027f1b7fb.json	center
Dmitriy D./TASK 1/TASK1/json/3c11a6874c4f79a8.json	center
Dmitriy D./TASK 1/TASK1/json/1467fdee51fd1f34.json	right
Dmitriy D./TASK 1/TASK1/json/e6170d7f70729c25.json	right
Dmitriy D./TASK 1/TASK1/json/43e158eb3ce52fc6.json	center
Dmitriy D./TASK 1/TASK1/json/d102c4e3c5042193.json	left
Dmitriy D./TASK 1/TASK1/json/6b7ae96a952b2e72.json	center
Dmitriy D./TASK 1/TASK1/json/a22e542fcb10046c.json	right
Dmitriy D./TASK 1/TASK1/json/1de2e08840c80e94.json	right
Dmitriy D./TASK 1/TASK1/json/b44fd23e0dcfc2f0.json	left
Dmitriy D./TASK 1/TASK1/json/0c8559f5c96e184d.json	right
Dmitriy D./TASK 1/TASK1/json/76fa40f337fd85bc.json	left
Dmitriy D./TASK 1/TASK1/json/43b357134dfb612d.json	right
Dmitriy D./TASK 1/TASK1/json/da01330d7b90e2d5.json	left
Dmitriy D./TASK 1/TASK1/json/acf79a71203c20f0.json	left
Dmitriy D./TASK 1/TASK1/json/d2d8b0732defe9ac.json	left
Dmitriy D./TASK 1/TASK1/json/7cfca69f446364f5.json	right
Dmitriy D./TASK 1/TASK1/json/ea40eeefe0029ece.json	right
Dmitriy D./TASK 1/TASK1/json/ed6d2e6175187aa9.json	left
Dmitriy D./TASK 1/TASK1/json/be94f9d50ab83261.json	center
Dmitriy D./TASK 1/TASK1/json/64e28d81c53ab342.json	right
Dmitriy D./TASK 1/TASK1/json/1dff24bc96c1cf92.json	left
Dmitriy D./TASK 1/TASK1/json/b34716aada080456.json	left
Dmitriy D./TASK 1/TASK1/json/998667b9760e68ad.json	right
Dmitriy D./TASK 1/TASK1/json/78e8a11e6ed41515.json	left
Dmitriy D./TASK 1/TASK1/json/4c00affb363163ab.json	center
Dmitriy D./TASK 1/TASK1/json/5f99eb8679515898.json	left
Dmitriy D./TASK 1/TASK1/json/84494b9c8965b91b.json	center
Dmitriy D./TASK 1/TASK1/json/1241fe7433bc502c.json	right
Dmitriy D./TASK 1/TASK1/json/d058b0a37969be61.json	center
Dmitriy D./TASK 1/TASK1/json/83fa0b5ef144a850.json	center
Dmitriy D./TASK 1/TASK1/json/e5882b6c384a4c4c.json	left
Dmitriy D./TASK 1/TASK1/json/fcb13d1ac34285e8.json	left
Dmitriy D./TASK 1/TASK1/json/fcc2d9b65586cd51.json	right
Dmitriy D./TASK 1/TASK1/json/dcb2e1b4bd533cbd.json	right
Dmitriy D./TASK 1/TASK1/json/f933a53bc7be4272.json	center
Dmitriy D./TASK 1/TASK1/json/ad1fb5bd1956670f.json	right
Dmitriy D./TASK 1/TASK1/json/654796015657a2c5.json	left
Dmitriy D./TASK 1/TASK1/json/7f9948e6420fa3b6.json	left
Dmitriy D./TASK 1/TASK1/json/cda81016324e15b0.json	right
Dmitriy D./TASK 1/TASK1/json/dc5f29217004065d.json	center
Dmitriy D./TASK 1/TASK1/json/a748d3e1031f52e9.json	center
Dmitriy D./TASK 1/TASK1/json/01716ff9c42a281e.json	center
Dmitriy D./TASK 1/TASK1/json/55ad7cfeef76e035.json	right
Dmitriy D./TASK 1/TASK1/json/b2487529354c6a34.json	right
Dmitriy D./TASK 1/TASK1/json/e618ebb9feddf35f.json	right
Dmitriy D./TASK 1/TASK1/json/27d18dc93a1b40b8.json	left
Dmitriy D./TASK 1/TASK1/json/5ab526c06d61c164.json	center
Dmitriy D./TASK 1/TASK1/json/9717606545936fe1.json	center
Dmitriy D./TASK 1/TASK1/json/89c6a547a68c1b39.json	right
Dmitriy D./TASK 1/TASK1/json/fec2f6c06dd8433e.json	left
Dmitriy D./TASK 1/TASK1/json/37fcbb783b223895.json	center
Dmitriy D./TASK 1/TASK1/json/9fdd21dc398935af.json	center
Dmitriy D./TASK 1/TASK1/json/e9759d339ccc8d34.json	right
Dmitriy D./TASK 1/TASK1/json/2e2096e6ac50f24a.json	left
Dmitriy D./TASK 1/TASK1/json/0e2483efda768d8a.json	right
Dmitriy D./TASK 1/TASK1/json/41cae38aa854dfb4.json	right
Dmitriy D./TASK 1/TASK1/json/60aab7f85727aefb.json	left
Dmitriy D./TASK 1/TASK1/json/84e75f6cd55f2dac.json	center
Dmitriy D./TASK 1/TASK1/json/b1a630f213c75c2f.json	right
Dmitriy D./TASK 1/TASK1/json/80dd3847f134d576.json	right
Dmitriy D./TASK 1/TASK1/json/bd50124573db80bc.json	center
Dmitriy D./TASK 1/TASK1/json/2fae8bf818f5c58f.json	left
Dmitriy D./TASK 1/TASK1/json/83c64a3cab2c8b98.json	right
Dmitriy D./TASK 1/TASK1/json/57e95a28a48a1dd4.json	right
Dmitriy D./TASK 1/TASK1/json/966c19bb8fb3a45e.json	center
Dmitriy D./TASK 1/TASK1/json/f840e70bd66d19ac.json	center
Dmitriy D./TASK 1/TASK1/json/7b563c809bc1736b.json	center
Dmitriy D./TASK 1/TASK1/json/d7d69f9703f25755.json	center
Dmitriy D./TASK 1/TASK1/json/bd60fb7e304bf7ec.json	right
Dmitriy D./TASK 1/TASK1/json/3b51970ad5075575.json	left
Dmitriy D./TASK 1/TASK1/json/37c4a7988e8739e4.json	right
Dmitriy D./TASK 1/TASK1/json/71aa5fcd9f4d8743.json	left
Dmitriy D./TASK 1/TASK1/json/046e1d002ee8cb91.json	left
Dmitriy D./TASK 1/TASK1/json/862c0af111283bf3.json	right
Dmitriy D./TASK 1/TASK1/json/d1bde314206c054b.json	center
Dmitriy D./TASK 1/TASK1/json/e70564e13eeb0be1.json	left
Dmitriy D./TASK 1/TASK1/json/a2d35efc4fccccce.json	center
Dmitriy D./TASK 1/TASK1/json/9e0cbc3f3beec72b.json	center
Dmitriy D./TASK 1/TASK1/json/4fae45946995da41.json	right
Dmitriy D./TASK 1/TASK1/json/8c0edf5a637a5227.json	right
Dmitriy D./TASK 1/TASK1/json/4039d067b4316b17.json	left
Dmitriy D./TASK 1/TASK1/json/c00d03e48c6dfc10.json	right
Dmitriy D./TASK 1/TASK1/json/e5e07b015e347937.json	right
Dmitriy D./TASK 1/TASK1/json/2aa4b9e932f4f7c5.json	right
Dmitriy D./TASK 1/TASK1/json/476a063f9d6add60.json	left
Dmitriy D./TASK 1/TASK1/json/d9fb8f2115dc50c7.json	right
Dmitriy D./TASK 1/TASK1/json/ef5097fcea625a3e.json	center
Dmitriy D./TASK 1/TASK1/json/bbcf49a5daad8310.json	center
Dmitriy D./TASK 1/TASK1/json/e94bb2acaf24293d.json	left
Dmitriy D./TASK 1/TASK1/json/316c40a598e9515c.json	right
Dmitriy D./TASK 1/TASK1/json/1ca27478786f8eaf.json	right
Dmitriy D./TASK 1/TASK1/json/348a6aef9ed7eef5.json	center
Dmitriy D./TASK 1/TASK1/json/8e402a325a171709.json	right
Dmitriy D./TASK 1/TASK1/json/3488beaf64b28791.json	left
Dmitriy D./TASK 1/TASK1/json/5420f6d985077a40.json	left
Dmitriy D./TASK 1/TASK1/json/1a029402ff2d9858.json	right
Dmitriy D./TASK 1/TASK1/json/966ac73b11d62fdb.json	center
Dmitriy D./TASK 1/TASK1/json/7c676ddd67e18379.json	left
Dmitriy D./TASK 1/TASK1/json/b09f803c47f77460.json	right
Dmitriy D./TASK 1/TASK1/json/47b61f5a7405148c.json	right
Dmitriy D./TASK 1/TASK1/json/e559b30223836c21.json	right
Dmitriy D./TASK 1/TASK1/json/5d669d1baf423dce.json	right
Dmitriy D./TASK 1/TASK1/json/fda0ede1c1df18f8.json	right
Dmitriy D./TASK 1/TASK1/json/a4a2e814a51de173.json	left
Dmitriy D./TASK 1/TASK1/json/116e570fc0906131.json	left
Dmitriy D./TASK 1/TASK1/json/7cc59c0da62b1de2.json	center
Dmitriy D./TASK 1/TASK1/json/e904450f333eafab.json	right
Dmitriy D./TASK 1/TASK1/json/f9096e4e75ebc4be.json	left
Dmitriy D./TASK 1/TASK1/json/2ac249196cfdef92.json	right
Dmitriy D./TASK 1/TASK1/json/564a0aba1e9fde7b.json	left
Dmitriy D./TASK 1/TASK1/json/7f860e360362b644.json	center
Dmitriy D./TASK 1/TASK1/json/16116425c47041ae.json	right
Dmitriy D./TASK 1/TASK1/json/e55273360ca129fb.json	right
Dmitriy D./TASK 1/TASK1/json/b398ad85f13c7888.json	right
Dmitriy D./TASK 1/TASK1/json/9c55240a23522292.json	center
Dmitriy D./TASK 1/TASK1/json/b02539791f177b02.json	right
Dmitriy D./TASK 1/TASK1/json/72970659e9e793ca.json	right
Dmitriy D./TASK 1/TASK1/json/bfe66a10998d512d.json	right
Dmitriy D./TASK 1/TASK1/json/a11bfdc378aa7099.json	left
Dmitriy D./TASK 1/TASK1/json/607991ba4ccc7146.json	left
Dmitriy D./TASK 1/TASK1/json/ae3f7cf404de5814.json	left
Dmitriy D./TASK 1/TASK1/json/ba68370991c92260.json	right
Dmitriy D./TASK 1/TASK1/json/25d432882583aee3.json	center
Dmitriy D./TASK 1/TASK1/json/75fb2fed2ffd256a.json	center
Dmitriy D./TASK 1/TASK1/json/4e24261c9325d0b5.json	right
Dmitriy D./TASK 1/TASK1/json/ad9fa1d6289f14e5.json	right
Dmitriy D./TASK 1/TASK1/json/8d21ccba7197abcd.json	center
Dmitriy D./TASK 1/TASK1/json/f073aaa276d9b74e.json	left
Dmitriy D./TASK 1/TASK1/json/782f98855de0089c.json	left
Dmitriy D./TASK 1/TASK1/json/04d33ca5f317499a.json	right
Dmitriy D./TASK 1/TASK1/json/c700d17882ebe49a.json	center
Dmitriy D./TASK 1/TASK1/json/61995a3384db1324.json	center
Dmitriy D./TASK 1/TASK1/json/5fc2202c5a5f6abc.json	center
Dmitriy D./TASK 1/TASK1/json/84fa11c8234df40f.json	center
Dmitriy D./TASK 1/TASK1/json/fa3aa198bebd5ae2.json	right
Dmitriy D./TASK 1/TASK1/json/b69e4ec2c8753fc6.json	left
Dmitriy D./TASK 1/TASK1/json/175cd6dace0cf6e8.json	right
Dmitriy D./TASK 1/TASK1/json/a2d68bfcc0f9267c.json	center
Dmitriy D./TASK 1/TASK1/json/6a1d74b6110fe7af.json	right
Dmitriy D./TASK 1/TASK1/json/f390ed42395f64c0.json	right
Dmitriy D./TASK 1/TASK1/json/b0b95f052e3dbdf1.json	right
Dmitriy D./TASK 1/TASK1/json/60c3197e0179ba07.json	center
Dmitriy D./TASK 1/TASK1/json/506cd79f1e32f4a9.json	center
Dmitriy D./TASK 1/TASK1/json/3bed8812d0f21064.json	right
Dmitriy D./TASK 1/TASK1/json/7f571f19f9660682.json	right
Dmitriy D./TASK 1/TASK1/json/c815e68b06130bc8.json	center
Dmitriy D./TASK 1/TASK1/json/7121a5acfb6b4dd6.json	right
Dmitriy D./TASK 1/TASK1/json/5ebe221057c0cf74.json	right
Dmitriy D./TASK 1/TASK1/json/37927ed90fb16f85.json	left
Dmitriy D./TASK 1/TASK1/json/218d8800a5c54696.json	right
Dmitriy D./TASK 1/TASK1/json/4405e3f42997b980.json	right
Dmitriy D./TASK 1/TASK1/json/5456a143fb02ad5f.json	right
Dmitriy D./TASK 1/TASK1/json/8e779795f4bcfb41.json	center
Dmitriy D./TASK 1/TASK1/json/e071f0751fcd80ca.json	right
Dmitriy D./TASK 1/TASK1/json/5287f1c3ecdf0fb2.json	right
Dmitriy D./TASK 1/TASK1/json/fea5d7c64e92f4c7.json	left
Dmitriy D./TASK 1/TASK1/json/89803194661da5fb.json	right
Dmitriy D./TASK 1/TASK1/json/f76b968cbf094e21.json	center
Dmitriy D./TASK 1/TASK1/json/e9d1a6dbccd1ba36.json	center
Dmitriy D./TASK 1/TASK1/json/75f5e6117e19f77f.json	center
Dmitriy D./TASK 1/TASK1/json/77362747f92dfd8b.json	left
Dmitriy D./TASK 1/TASK1/json/e778d3d2c6c71175.json	left
Dmitriy D./TASK 1/TASK1/json/81d806426cc68130.json	center
Dmitriy D./TASK 1/TASK1/json/ebc3258a85cd3c34.json	left
Dmitriy D./TASK 1/TASK1/json/c7b95592623961ec.json	right
Dmitriy D./TASK 1/TASK1/json/d5072416c339bd70.json	right
Dmitriy D./TASK 1/TASK1/json/f4006d6e64081002.json	right
Dmitriy D./TASK 1/TASK1/json/250468aca11e95d8.json	right
Dmitriy D./TASK 1/TASK1/json/5dadde7bc6b4b460.json	right
Dmitriy D./TASK 1/TASK1/json/e601741c23edf7bc.json	center
Dmitriy D./TASK 1/TASK1/json/c630b965ffcb4fc6.json	center
Dmitriy D./TASK 1/TASK1/json/4940161631e91f3e.json	center
Dmitriy D./TASK 1/TASK1/json/cecdf3bd3f398808.json	left
Dmitriy D./TASK 1/TASK1/json/3014ec2d17965374.json	left
Dmitriy D./TASK 1/TASK1/json/197f16e846e66f71.json	right
Dmitriy D./TASK 1/TASK1/json/339b5b2cb9ba9a88.json	left
Dmitriy D./TASK 1/TASK1/json/7bf1757044621a33.json	left
Dmitriy D./TASK 1/TASK1/json/32c621ca306bafb9.json	right
Dmitriy D./TASK 1/TASK1/json/14c4aa37ab7e1a4d.json	left
Dmitriy D./TASK 1/TASK1/json/1169ffb9367764e2.json	center
Dmitriy D./TASK 1/TASK1/json/2f3fd089b4414c83.json	right
Dmitriy D./TASK 1/TASK1/json/684e251099be4141.json	left
Dmitriy D./TASK 1/TASK1/json/fa8e6be26b2084e5.json	left
Dmitriy D./TASK 1/TASK1/json/f45dfd9f0ae731d9.json	center
Dmitriy D./TASK 1/TASK1/json/af78d786ff0ba25e.json	left
Dmitriy D./TASK 1/TASK1/json/3f52496c91d9661d.json	center
Dmitriy D./TASK 1/TASK1/json/00bc707ee7de65e5.json	right
Dmitriy D./TASK 1/TASK1/json/592def78fb3fc97c.json	left
Dmitriy D./TASK 1/TASK1/json/2e7a592e71c39af0.json	center
Dmitriy D./TASK 1/TASK1/json/f3b99bbefa069e9c.json	left
Dmitriy D./TASK 1/TASK1/json/074210647ae012f3.json	center
Dmitriy D./TASK 1/TASK1/json/83a20f5f82fa50a8.json	left
Dmitriy D./TASK 1/TASK1/json/7b3c30525c41804d.json	left
Dmitriy D./TASK 1/TASK1/json/b75d412a2cdf816f.json	left
Dmitriy D./TASK 1/TASK1/json/75379f2ee4f8b0c5.json	center
Dmitriy D./TASK 1/TASK1/json/ed5452c2e16820c8.json	center
Dmitriy D./TASK 1/TASK1/json/f97407d194f52752.json	right
Dmitriy D./TASK 1/TASK1/json/b4eb31c4e77c040e.json	center
Dmitriy D./TASK 1/TASK1/json/82bd07aab2fced9c.json	right
Dmitriy D./TASK 1/TASK1/json/948c18fa7a72fe8a.json	center
Dmitriy D./TASK 1/TASK1/json/40e3d7d7b59d7417.json	left
Dmitriy D./TASK 1/TASK1/json/3edaabd53ab9f13a.json	center
Dmitriy D./TASK 1/TASK1/json/7bb67570a696749e.json	left
Dmitriy D./TASK 1/TASK1/json/39b087fcf74c52b8.json	left
Dmitriy D./TASK 1/TASK1/json/0c9356fb543746ea.json	center
Dmitriy D./TASK 1/TASK1/json/27ac5756483a201a.json	left
Dmitriy D./TASK 1/TASK1/json/74d283997bb2c014.json	right
Dmitriy D./TASK 1/TASK1/json/389a3c2f88fb933c.json	right
Dmitriy D./TASK 1/TASK1/json/179a1dbc1e7b0741.json	right
Dmitriy D./TASK 1/TASK1/json/e87e08ce91049de9.json	right
Dmitriy D./TASK 1/TASK1/json/445ccd03de4cf385.json	center
Dmitriy D./TASK 1/TASK1/json/65fe40cb600e4c8e.json	center
Dmitriy D./TASK 1/TASK1/json/6e5ab8793d612185.json	right
Dmitriy D./TASK 1/TASK1/json/ca189cfb123c1e95.json	right
Dmitriy D./TASK 1/TASK1/json/462c62c7a0ad1daa.json	right
Dmitriy D./TASK 1/TASK1/json/dd0736efae8f0cff.json	center
Dmitriy D./TASK 1/TASK1/json/99ee323d91ff8162.json	right
Dmitriy D./TASK 1/TASK1/json/a6f000065ca9e130.json	left
Dmitriy D./TASK 1/TASK1/json/86cc8c57e75fd862.json	center
Dmitriy D./TASK 1/TASK1/json/3884cd0e2227f525.json	right
Dmitriy D./TASK 1/TASK1/json/b815ae111ee18354.json	center
Dmitriy D./TASK 1/TASK1/json/413d88a96d71e884.json	left
Dmitriy D./TASK 1/TASK1/json/657ddbc2511d713d.json	right
Dmitriy D./TASK 1/TASK1/json/aa8874c086d90032.json	right
Dmitriy D./TASK 1/TASK1/json/3d90dce6b084decc.json	left
Dmitriy D./TASK 1/TASK1/json/b9e252b31ca48378.json	left
Dmitriy D./TASK 1/TASK1/json/7ea94f3273f88b5d.json	right
Dmitriy D./TASK 1/TASK1/json/40471b54d453eb68.json	left
Dmitriy D./TASK 1/TASK1/json/611fe85a4401413a.json	center
Dmitriy D./TASK 1/TASK1/json/f703a93880c88013.json	center
Dmitriy D./TASK 1/TASK1/json/e8390745dd76ce63.json	left
Dmitriy D./TASK 1/TASK1/json/2950f404e92768de.json	right
Dmitriy D./TASK 1/TASK1/json/ddd33faeed563600.json	right
Dmitriy D./TASK 1/TASK1/json/b0afe0a8620bb8ae.json	right
Dmitriy D./TASK 1/TASK1/json/28bcd78aa1c7e0dc.json	center
Dmitriy D./TASK 1/TASK1/json/b0ab031006e015b1.json	right
Dmitriy D./TASK 1/TASK1/json/6bb96ebe238075d7.json	left
Dmitriy D./TASK 1/TASK1/json/f3ad7aed35828031.json	center
Dmitriy D./TASK 1/TASK1/json/25828a844c018d7f.json	center
Dmitriy D./TASK 1/TASK1/json/536cba994bbec040.json	center
Dmitriy D./TASK 1/TASK1/json/2b00114a719512ae.json	left
Dmitriy D./TASK 1/TASK1/json/7ec04138c642fd4e.json	right
Dmitriy D./TASK 1/TASK1/json/bf053431f0ce39d4.json	center
Dmitriy D./TASK 1/TASK1/json/bc6cd3c37bd12b40.json	center
Dmitriy D./TASK 1/TASK1/json/baade3f29675cccd.json	left
Dmitriy D./TASK 1/TASK1/json/73c4bf621eca8a5e.json	right
Dmitriy D./TASK 1/TASK1/json/be4658b8f122000f.json	right
Dmitriy D./TASK 1/TASK1/json/0bef65e1d4b63bda.json	center
Dmitriy D./TASK 1/TASK1/json/ec13d4d5efe681e6.json	center
Dmitriy D./TASK 1/TASK1/json/8b8b98e64910bb47.json	right
Dmitriy D./TASK 1/TASK1/json/281bae65d13a5e81.json	left
Dmitriy D./TASK 1/TASK1/json/dfd02147392ad299.json	right
Dmitriy D./TASK 1/TASK1/json/86b885a2b8c2ade8.json	right
Dmitriy D./TASK 1/TASK1/json/21f9b7fbc12a232c.json	center
Dmitriy D./TASK 1/TASK1/json/6d9f7db393de668b.json	center
Dmitriy D./TASK 1/TASK1/json/82ba8c72e9582981.json	left
Dmitriy D./TASK 1/TASK1/json/2985f536385a611b.json	center
Dmitriy D./TASK 1/TASK1/json/3eed690f4db304ff.json	right
Dmitriy D./TASK 1/TASK1/json/8bf6e7d4b4979eba.json	right
Dmitriy D./TASK 1/TASK1/json/c703493a57efd114.json	center
Dmitriy D./TASK 1/TASK1/json/78609538ddd15848.json	center
Dmitriy D./TASK 1/TASK1/json/1808578684cf8943.json	center
Dmitriy D./TASK 1/TASK1/json/ed1df8ad21070c2c.json	right
Dmitriy D./TASK 1/TASK1/json/2bb6f169235a8b0d.json	left
Dmitriy D./TASK 1/TASK1/json/db90d44ecb43b385.json	left
Dmitriy D./TASK 1/TASK1/json/1f6ac96e9d52989c.json	left
Dmitriy D./TASK 1/TASK1/json/368f195dd594ffca.json	right
Dmitriy D./TASK 1/TASK1/json/cbfcbc78ce1a20eb.json	right
Dmitriy D./TASK 1/TASK1/json/57cd246415a9f829.json	right
Dmitriy D./TASK 1/TASK1/json/e9adec110b21c08d.json	left
Dmitriy D./TASK 1/TASK1/json/2ced746ad2c69648.json	center
Dmitriy D./TASK 1/TASK1/json/95387c5d391346a0.json	center
Dmitriy D./TASK 1/TASK1/json/4dc228603d29864f.json	right
Dmitriy D./TASK 1/TASK1/json/a05e94b8aa7b4344.json	center
Dmitriy D./TASK 1/TASK1/json/f3298a628196326f.json	left
Dmitriy D./TASK 1/TASK1/json/400f3b7013b0b6e7.json	right
Dmitriy D./TASK 1/TASK1/json/0aa866ad1b0e52bd.json	left
Dmitriy D./TASK 1/TASK1/json/a1c1d81f89af0306.json	left
Dmitriy D./TASK 1/TASK1/json/31eb3b808e7f87dc.json	right
Dmitriy D./TASK 1/TASK1/json/384aad9568f36623.json	left
Dmitriy D./TASK 1/TASK1/json/76ae97074ea92244.json	left
Dmitriy D./TASK 1/TASK1/json/143162162a966a81.json	right
Dmitriy D./TASK 1/TASK1/json/7d60a73aa7ce3589.json	center
Dmitriy D./TASK 1/TASK1/json/696a3e85614cd925.json	center
Dmitriy D./TASK 1/TASK1/json/c45aa7130aca7786.json	center
Dmitriy D./TASK 1/TASK1/json/299110187fe9e780.json	left
Dmitriy D./TASK 1/TASK1/json/3261171d88616fae.json	left
Dmitriy D./TASK 1/TASK1/json/6c31cc8011669323.json	right
Dmitriy D./TASK 1/TASK1/json/18bc8bf62e3faacf.json	left
Dmitriy D./TASK 1/TASK1/json/f32cbe71df553cb1.json	right
Dmitriy D./TASK 1/TASK1/json/b6bc6c99098b9e25.json	right
Dmitriy D./TASK 1/TASK1/json/11734139d36018b8.json	right
Dmitriy D./TASK 1/TASK1/json/9f8dcee3298e6c3a.json	center
Dmitriy D./TASK 1/TASK1/json/d176b948513d1887.json	center
Dmitriy D./TASK 1/TASK1/json/939217f157d3765b.json	center
Dmitriy D./TASK 1/TASK1/json/4902e7e06de65b70.json	right
